state_name,county_name,trump,biden,other,population_2010,persons_under_5_years_percent_2014,persons_under_18_years_percent_2014,age_65_plus,female_persons_percent_2014,living_in_same_house_1_year__over_percent_20092013,foreign_born_persons_percent_20092013,non_english,edu_highschool,edu_batchelors,veterans_20092013,mean_travel_time_to_work_minutes_workers_age_16_20092013,housing_units_2014,homeownership_rate_20092013,housing_units_in_multiunit_structures_percent_20092013,median_value_of_owneroccupied_housing_units_20092013,households_20092013,persons_per_household_20092013,income,median_household_income_20092013,poverty,private_nonfarm_establishments_2013,private_nonfarm_employment__2013,private_nonfarm_employment_percent_change_20122013,nonemployer_establishments_2013,total_number_of_firms_2007,womenowned_firms_percent_2007,manufacturers_shipments_2007_1000,merchant_wholesaler_sales_2007_1000,retail_sales_2007_1000,retail_sales_per_capita_2007,accommodation_and_food_services_sales_2007_1000,building_permits_2014,land_area_in_square_miles_2010,density
Alaska,ED 5,4040,4135,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska,ED 6,5695,3224,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska,ED 7,6860,2173,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska,ED 8,7446,1931,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska,ED 9,7696,2738,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,Apache County,11442,23293,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,Cochise County,35557,23732,1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,Coconino County,27052,44698,1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,Gila County,18377,8943,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,Graham County,10749,4034,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,Greenlee County,2433,1182,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,La Paz County,5129,2236,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,Maricopa County,995665,1040774,31705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,Mohave County,78535,24831,1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,Navajo County,27657,23383,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,Pima County,207758,304981,7658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,Pinal County,107077,75106,3342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,Santa Cruz County,6194,13138,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,Yavapai County,91527,49602,2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,Yuma County,36534,32210,1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Arkansas County,4301,1813,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Ashley County,5548,2125,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Baxter County,15836,4635,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Benton County,73965,42249,3698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Boone County,13652,3064,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Bradley County,2335,1214,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Calhoun County,1636,479,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Carroll County,7424,4023,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Chicot County,1752,2260,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Clark County,4605,3413,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Clay County,4086,962,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Cleburne County,10328,1988,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Cleveland County,2867,651,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Columbia County,5469,2781,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Conway County,5672,2593,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Craighead County,25558,11921,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Crawford County,18607,4959,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Crittenden County,7244,8325,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Cross County,4928,1759,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Dallas County,1573,963,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Desha County,1921,2016,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Drew County,4338,2408,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Faulkner County,34338,18267,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Franklin County,5677,1300,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Fulton County,3961,1035,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Garland County,29069,14045,1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Grant County,6794,1268,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Greene County,12651,3045,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Hempstead County,4463,2135,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Hot Spring County,9202,3082,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Howard County,3367,1340,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Independence County,11232,2798,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Izard County,4631,1021,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Jackson County,3593,1365,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Jefferson County,9500,14882,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Johnson County,6938,2283,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Lafayette County,1757,839,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Lawrence County,4569,1080,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Lee County,1286,1423,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Lincoln County,2725,1031,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Little River County,3714,1226,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Logan County,6441,1544,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Lonoke County,22884,6684,1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Madison County,5630,1555,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Marion County,5783,1531,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Miller County,11920,4245,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Mississippi County,7262,4542,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Monroe County,1545,1146,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Montgomery County,3021,722,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Nevada County,1275,775,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Newton County,3192,709,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Ouachita County,5294,3995,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Perry County,3479,1012,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Phillips County,2417,3623,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Pike County,3519,644,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Poinsett County,5852,1388,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Polk County,7035,1246,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Pope County,18041,5747,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Prairie County,2764,646,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Pulaski County,62389,98855,4224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Randolph County,5355,1215,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Saline County,39556,16060,1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Scott County,2962,483,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Searcy County,3365,588,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Sebastian County,31198,14487,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Sevier County,3884,1116,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Sharp County,5938,1398,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,St. Francis County,3242,3604,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Stone County,4616,1180,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Union County,10446,5559,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Van Buren County,6034,1593,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Washington County,47504,43824,2938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,White County,24182,5978,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Woodruff County,1543,856,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Yell County,5205,1275,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,Alameda County,135925,616180,15856,1510271.0,6.1,21.4,12.5,51.0,84.1,30.8,43.1,86.4,41.8,63738.0,28.8,592355.0,53.2,38.2,493800.0,545071.0,2.76,35763.0,72112.0,12.5,37108.0,598309.0,1.9,124216.0,140342.0,32.2,25236865.0,35674007.0,17909054.0,12359.0,2807766.0,3438.0,739.02,2043.6
California,Alpine County,238,473,25,1175.0,3.3,20.0,21.1,48.0,84.8,3.8,9.9,90.4,31.2,177.0,23.7,1765.0,81.5,35.7,333600.0,394.0,2.9,25527.0,58636.0,16.6,36.0,176.0,-71.5,101.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,738.33,1.6
California,Amador County,13571,8147,564,38091.0,3.7,15.3,25.1,46.9,86.1,5.7,9.6,88.1,19.3,4631.0,30.0,18249.0,76.1,8.5,270500.0,14262.0,2.32,27347.0,53684.0,12.6,786.0,7768.0,2.9,2678.0,3491.0,23.0,142958.0,0.0,1800754.0,46797.0,61202.0,22.0,594.58,64.1
California,Butte County,47568,49402,2810,220000.0,5.4,20.2,17.0,50.5,79.1,7.5,13.6,87.7,24.4,18453.0,20.3,97486.0,60.1,20.0,225900.0,84816.0,2.53,23787.0,43752.0,20.4,4637.0,56166.0,4.6,13031.0,17307.0,30.9,987397.0,796397.0,2400652.0,11025.0,355840.0,550.0,1636.46,134.4
California,Calaveras County,16287,9845,585,45578.0,3.9,17.7,25.1,50.0,89.3,4.2,7.0,92.8,21.2,5216.0,35.5,28053.0,78.4,4.6,254800.0,18702.0,2.38,29329.0,55295.0,10.9,881.0,5729.0,1.3,3521.0,5365.0,24.7,0.0,24179.0,292762.0,6249.0,42359.0,70.0,1020.01,44.7
California,Colusa County,4399,3114,159,21419.0,7.4,28.0,13.1,48.6,82.4,23.3,46.3,69.4,13.8,1126.0,21.2,7938.0,63.3,12.0,181600.0,6853.0,3.07,21579.0,52158.0,12.5,376.0,3956.0,1.3,974.0,1234.0,25.9,288416.0,183229.0,208543.0,9884.0,91604.0,58.0,1150.73,18.6
California,Contra Costa County,148623,407639,11620,1049025.0,5.8,23.4,14.2,51.3,85.3,23.5,33.3,88.8,39.0,57474.0,33.3,406772.0,65.9,23.6,404000.0,375855.0,2.81,38219.0,78756.0,10.5,22338.0,306661.0,3.5,82405.0,95688.0,31.2,32021431.0,6643987.0,11763753.0,11641.0,1562250.0,2001.0,715.94,1465.2
California,Del Norte County,6434,4656,313,28610.0,5.8,21.2,15.6,45.2,78.5,6.5,15.3,79.1,14.0,2770.0,14.2,11336.0,60.2,12.1,198400.0,9593.0,2.58,19072.0,37909.0,21.8,417.0,3966.0,-0.1,1210.0,1604.0,28.0,0.0,0.0,206291.0,7176.0,32195.0,9.0,1006.37,28.4
California,El Dorado County,61614,51473,2666,181058.0,4.4,20.9,18.0,49.9,85.5,8.7,12.5,93.2,32.0,16792.0,28.8,88866.0,74.8,11.8,359500.0,67885.0,2.64,34884.0,69297.0,9.0,4236.0,40712.0,2.2,15627.0,21265.0,26.9,662228.0,363644.0,1619711.0,9216.0,301718.0,190.0,1707.88,106.0
California,Fresno County,162438,190403,7180,930450.0,8.3,28.9,11.2,50.1,83.6,21.9,43.7,73.1,19.6,42944.0,22.1,324126.0,53.8,25.9,195400.0,289811.0,3.18,20208.0,45563.0,26.0,15973.0,239776.0,2.0,49304.0,58745.0,29.4,7827264.0,7846791.0,9808267.0,11022.0,1147177.0,1892.0,5957.99,156.2
California,Glenn County,6854,3815,221,28122.0,7.0,26.7,14.9,49.6,86.6,17.2,36.1,72.3,14.6,1514.0,21.8,10917.0,63.1,13.3,217700.0,9628.0,2.87,22148.0,43023.0,18.8,453.0,4574.0,0.1,1353.0,1903.0,26.1,278276.0,148410.0,203958.0,7320.0,30980.0,30.0,1313.95,21.4
California,Humboldt County,17474,37367,1607,134623.0,5.4,19.5,15.4,50.0,81.2,5.7,9.7,90.4,27.5,10437.0,17.5,62348.0,55.9,19.9,288300.0,53296.0,2.44,23540.0,41426.0,20.4,3169.0,32396.0,0.2,11071.0,14689.0,26.9,877020.0,0.0,1726357.0,13428.0,209017.0,234.0,3567.99,37.7
California,Imperial County,17063,29709,980,174528.0,8.3,28.5,12.0,48.9,84.0,32.3,74.5,64.5,13.3,6405.0,20.8,56972.0,56.4,21.3,147300.0,48099.0,3.42,16763.0,41807.0,23.3,2419.0,31319.0,3.9,9691.0,10129.0,28.8,1207866.0,0.0,1727258.0,10771.0,167799.0,246.0,4176.6,41.8
California,Inyo County,4611,4623,226,18546.0,6.0,20.6,21.4,49.9,88.2,10.4,14.9,88.1,21.4,1720.0,14.8,9513.0,64.1,11.0,236100.0,7873.0,2.3,27441.0,44796.0,12.8,525.0,5085.0,-2.4,1298.0,1709.0,0.0,0.0,0.0,241967.0,13876.0,91666.0,7.0,10180.88,1.8
California,Kern County,148297,121930,6607,839631.0,8.4,29.4,9.9,48.7,80.4,20.6,42.1,72.4,15.0,44753.0,23.6,291454.0,58.0,18.5,161700.0,255271.0,3.19,20295.0,48552.0,22.9,12344.0,195927.0,3.1,43515.0,53051.0,31.4,9456205.0,5730521.0,7876043.0,10037.0,940340.0,2297.0,8131.92,103.3
California,Kings County,23169,17729,1035,152982.0,7.9,27.5,9.1,44.8,81.1,20.1,42.8,71.0,12.9,10609.0,21.4,44864.0,51.8,19.7,176900.0,40785.0,3.28,18429.0,48133.0,21.0,1575.0,23441.0,0.6,4180.0,6194.0,35.0,2107702.0,0.0,1035901.0,7017.0,360069.0,434.0,1389.42,110.1
California,Lake County,3955,6874,209,64665.0,5.8,20.4,20.6,50.0,80.7,8.6,14.2,85.4,16.2,6777.0,27.5,35657.0,62.7,7.7,183600.0,26505.0,2.38,21537.0,36548.0,25.0,1032.0,9233.0,1.0,3929.0,4961.0,31.6,0.0,0.0,557902.0,8630.0,68069.0,45.0,1256.46,51.5
California,Lassen County,8798,2772,209,34895.0,4.5,17.0,12.5,36.3,71.1,7.0,17.7,79.4,13.1,3119.0,19.4,12741.0,62.9,13.4,185500.0,9945.0,2.36,19931.0,53107.0,16.9,409.0,3947.0,12.5,1031.0,1829.0,20.3,0.0,0.0,260422.0,7440.0,29679.0,6.0,4541.18,7.7
California,Los Angeles County,1121538,2980478,86748,9818605.0,6.4,22.8,12.2,50.7,86.4,35.1,56.8,76.6,29.7,331642.0,29.3,3482516.0,46.9,42.2,420200.0,3230383.0,3.01,27749.0,55909.0,17.8,253227.0,3799831.0,3.8,945941.0,1046940.0,30.2,153343705.0,198435837.0,119111840.0,12236.0,20238148.0,17659.0,4057.88,2419.6
California,Madera County,29065,22814,1157,150865.0,7.5,27.6,12.8,51.9,87.4,21.5,44.1,68.5,13.6,8266.0,25.5,49891.0,60.8,10.6,182000.0,42516.0,3.37,17847.0,45625.0,22.8,1883.0,25438.0,2.6,6970.0,9543.0,26.3,1452945.0,353109.0,1010216.0,6956.0,125079.0,214.0,2137.07,70.6
California,Marin County,24007,126652,2816,252409.0,4.8,20.5,19.4,51.2,85.0,19.0,23.0,92.4,54.6,15439.0,28.6,112295.0,62.8,26.9,781900.0,102912.0,2.39,56791.0,90839.0,7.7,9654.0,98110.0,4.0,36468.0,42712.0,33.9,397211.0,2373072.0,4589300.0,18648.0,626574.0,390.0,520.31,485.1
California,Mariposa County,5950,4088,242,18251.0,4.4,16.7,24.5,49.2,87.4,4.7,8.6,87.7,21.3,2153.0,32.0,10329.0,71.6,5.9,235000.0,7238.0,2.36,26988.0,49820.0,16.1,349.0,3246.0,-1.8,1232.0,1437.0,0.0,0.0,0.0,84507.0,4705.0,132992.0,24.0,1448.82,12.6
California,Mendocino County,6312,18303,556,87841.0,6.2,21.9,18.9,50.2,84.2,12.5,21.2,85.2,22.0,6798.0,18.6,40718.0,58.2,12.5,323600.0,33878.0,2.52,23306.0,43469.0,20.0,2466.0,22157.0,2.6,8223.0,11015.0,27.6,773447.0,0.0,1259064.0,14716.0,194204.0,109.0,3506.34,25.1
California,Merced County,38568,47861,2104,255793.0,8.1,30.0,10.5,49.5,82.2,25.6,52.5,66.7,12.6,11102.0,26.3,84167.0,53.6,17.3,146400.0,75409.0,3.36,18177.0,42591.0,25.4,2852.0,41183.0,1.1,10521.0,12639.0,30.2,3954248.0,0.0,2001290.0,8233.0,219430.0,169.0,1934.97,132.2
California,Modoc County,2675,1063,67,9686.0,4.7,20.1,23.2,49.5,84.7,7.1,12.8,84.8,18.7,996.0,16.9,5238.0,68.8,4.8,164100.0,3983.0,2.23,21200.0,36212.0,21.0,158.0,1228.0,-7.3,555.0,893.0,0.0,0.0,0.0,53025.0,5827.0,8787.0,8.0,3917.77,2.5
California,Mono County,2504,3998,211,14202.0,5.0,19.5,11.8,46.7,75.1,17.0,22.4,83.8,29.8,850.0,16.2,14002.0,55.6,45.3,344500.0,5268.0,2.65,28046.0,61757.0,8.5,562.0,6264.0,12.5,1346.0,2137.0,21.3,0.0,0.0,154316.0,12032.0,217352.0,29.0,3048.98,4.7
California,Monterey County,45031,111656,3518,415057.0,7.7,26.4,12.0,49.0,84.1,29.9,52.6,71.0,23.0,21572.0,22.5,140144.0,49.7,26.5,362400.0,125428.0,3.2,24775.0,59168.0,17.0,8408.0,101020.0,1.9,23865.0,31711.0,32.5,2227640.0,0.0,4541144.0,11293.0,1197083.0,361.0,3280.6,126.5
California,Napa County,19388,46962,1497,136484.0,5.4,21.8,16.8,50.3,86.0,22.4,35.0,83.1,31.3,9410.0,23.6,55317.0,60.6,19.7,428600.0,49431.0,2.69,34795.0,70443.0,10.1,4043.0,58272.0,1.9,11274.0,12794.0,31.1,4529328.0,0.0,1665005.0,12619.0,620353.0,147.0,748.36,182.4
California,Nevada County,25864,34959,1529,98764.0,4.2,17.8,23.4,50.8,86.2,6.0,7.7,94.3,32.3,10085.0,24.6,53080.0,72.6,10.1,357300.0,40991.0,2.38,32346.0,57353.0,12.0,2966.0,26259.0,3.1,11651.0,14492.0,28.7,664601.0,0.0,1077159.0,11111.0,199443.0,290.0,957.77,103.1
California,Orange County,674231,811916,31111,3010232.0,6.1,23.0,13.1,50.6,84.9,30.4,45.5,83.8,36.8,131229.0,26.3,1072011.0,58.7,34.2,519600.0,995512.0,3.02,34057.0,75422.0,12.4,89496.0,1381148.0,2.4,278270.0,329380.0,28.4,49131942.0,97963621.0,45022513.0,15221.0,8247828.0,9291.0,790.57,3807.7
California,Placer County,116910,102749,5342,348432.0,5.4,22.9,17.8,51.2,85.1,10.6,15.0,93.6,35.1,29780.0,26.9,157446.0,70.6,16.7,342000.0,132709.0,2.66,34886.0,72725.0,8.7,9707.0,129592.0,3.2,29974.0,36890.0,28.3,3023419.0,3898601.0,6180067.0,18622.0,773617.0,1990.0,1407.01,247.6
California,Plumas County,6247,4465,238,20007.0,4.4,17.2,24.7,49.8,85.9,5.1,9.7,89.9,22.6,2276.0,22.9,15692.0,69.7,6.0,243700.0,8997.0,2.13,29806.0,45794.0,15.2,593.0,3656.0,-2.0,1529.0,2277.0,23.0,130591.0,0.0,175272.0,8506.0,30078.0,32.0,2553.04,7.8
California,Riverside County,390053,463241,16492,2189641.0,6.8,26.3,13.2,50.3,82.8,21.9,39.9,79.6,20.5,135139.0,32.0,819936.0,66.5,16.3,231000.0,683144.0,3.21,23591.0,56529.0,16.2,34773.0,493307.0,3.4,152801.0,163248.0,30.4,13623526.0,16912263.0,24146447.0,11745.0,4835331.0,6761.0,7206.48,303.8
California,Sacramento County,234854,402630,15911,1418788.0,6.7,24.4,12.8,51.1,79.8,19.9,31.2,85.9,28.0,94398.0,25.7,561842.0,56.7,26.7,234200.0,517243.0,2.72,26739.0,55064.0,17.6,27571.0,428475.0,5.5,95166.0,108950.0,32.1,7282833.0,15728050.0,15599967.0,11357.0,2252889.0,1761.0,964.64,1470.8
California,San Benito County,10412,17315,590,55269.0,6.7,26.8,11.4,49.8,83.1,20.1,38.6,76.9,18.2,2715.0,30.2,18113.0,61.6,13.6,343000.0,16995.0,3.28,25914.0,66237.0,11.9,927.0,10161.0,7.2,3307.0,3652.0,30.3,630311.0,319609.0,352941.0,6475.0,50184.0,105.0,1388.71,39.8
California,San Bernardino County,348675,434162,17743,2035210.0,7.3,27.2,10.3,50.2,82.7,21.1,41.1,78.2,18.7,104576.0,29.9,708297.0,61.9,19.8,222300.0,603879.0,3.33,21332.0,54090.0,18.7,32426.0,538336.0,3.4,135455.0,151888.0,30.6,18907342.0,27579924.0,21717402.0,10897.0,2754662.0,3405.0,20056.94,101.5
California,San Diego County,597938,961609,36793,3095313.0,6.6,22.3,12.7,49.8,83.9,23.4,37.4,85.5,34.6,234211.0,24.4,1187625.0,53.8,35.8,402100.0,1076483.0,2.83,30668.0,62962.0,14.4,78379.0,1181133.0,2.0,246649.0,291124.0,29.9,27541073.0,33704921.0,38710620.0,13009.0,9551513.0,6875.0,4206.63,735.8
California,San Francisco County,55988,375630,8800,805235.0,4.6,13.4,14.4,49.1,84.1,35.6,45.0,86.3,52.4,29478.0,30.5,386564.0,36.6,67.7,744600.0,345344.0,2.31,48486.0,75604.0,13.5,32360.0,542366.0,3.8,89078.0,105030.0,30.1,2077457.0,10562176.0,12399960.0,15516.0,5039171.0,2711.0,46.87,17179.1
California,San Joaquin County,94693,130522,4627,685306.0,7.3,27.8,11.8,50.2,81.7,23.1,39.9,77.3,18.1,35277.0,29.4,237542.0,58.3,17.9,208000.0,215563.0,3.14,22589.0,53380.0,18.2,10668.0,166252.0,2.2,34735.0,41137.0,31.0,8272476.0,9001313.0,7109680.0,10687.0,745809.0,1265.0,1391.32,492.6
California,San Luis Obispo County,65907,86829,3826,269637.0,4.8,18.1,17.5,49.1,78.9,10.4,18.0,89.6,31.5,21244.0,21.1,119143.0,58.4,18.4,426600.0,102154.0,2.5,29954.0,58697.0,14.3,7873.0,86125.0,2.7,23558.0,29920.0,27.7,2548202.0,955049.0,3548407.0,13559.0,767899.0,983.0,3298.57,81.7
California,San Mateo County,74756,288333,6983,718451.0,6.1,21.5,14.7,50.8,87.6,34.0,46.0,88.6,44.4,32332.0,25.7,273539.0,59.4,33.2,722200.0,257941.0,2.79,45732.0,88202.0,7.6,20342.0,347658.0,4.4,63460.0,74604.0,29.9,17918237.0,12607786.0,10198837.0,14625.0,2107180.0,1461.0,448.41,1602.2
California,Santa Barbara County,63583,126419,4376,423895.0,6.4,22.4,14.0,49.9,79.0,23.4,40.2,79.1,31.3,26102.0,19.4,154401.0,52.6,29.6,453000.0,141720.0,2.89,30352.0,62779.0,16.0,11211.0,137623.0,2.5,32058.0,39834.0,28.3,3174119.0,4023586.0,4983368.0,12443.0,1361476.0,755.0,2735.09,155.0
California,Santa Clara County,212214,612786,17725,1781642.0,6.5,23.1,12.2,49.7,84.5,37.1,51.2,86.5,46.5,66749.0,25.0,651156.0,57.5,33.0,645600.0,609377.0,2.92,41513.0,91702.0,10.2,46212.0,926766.0,3.5,128730.0,156084.0,29.7,45088754.0,60644055.0,26491464.0,15367.0,4147579.0,9932.0,1290.1,1381.0
California,Santa Cruz County,26565,112975,3555,262382.0,5.6,20.1,13.5,50.4,84.1,18.3,31.0,84.9,37.0,12471.0,25.4,105275.0,58.8,20.4,557500.0,93504.0,2.72,32295.0,66519.0,14.6,6779.0,70493.0,2.9,23649.0,29122.0,34.2,1502419.0,0.0,3725362.0,14894.0,513826.0,291.0,445.17,589.4
California,Shasta County,58886,29312,2027,177223.0,5.8,21.6,19.2,51.0,82.4,5.2,8.7,88.4,18.8,17765.0,20.1,77915.0,64.2,16.0,220000.0,68980.0,2.54,23670.0,44651.0,17.5,4126.0,47159.0,1.5,11542.0,0.0,0.0,662910.0,829031.0,2526411.0,14088.0,280996.0,242.0,3775.4,46.9
California,Sierra County,1142,730,58,3240.0,3.3,15.7,26.8,50.0,93.6,7.1,9.4,89.4,18.5,440.0,27.5,2341.0,77.8,4.2,231400.0,1253.0,2.45,24996.0,39009.0,19.4,67.0,198.0,22.2,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,953.21,3.4
California,Siskiyou County,13272,9582,566,44900.0,5.4,20.3,22.7,50.3,82.8,5.4,9.7,89.0,23.9,4744.0,18.8,24106.0,62.7,13.4,200800.0,19417.0,2.26,22293.0,37709.0,21.0,1075.0,8222.0,1.2,3249.0,4549.0,29.3,257841.0,169098.0,403309.0,9120.0,78518.0,19.0,6277.89,7.2
